sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
C185,WAYC,DHY210,YNB+CSM+2% glucose,30,30,min,#40,Tunicamycin,CAA,WAY_CP2,H5,train,train,train
C186,WAYC,DHY210,YNB+CSM+2% glucose,30,30,min,#48,Quality Control,CAA,WAY_CP2,H6,train,train,train
C193,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#1,Water,CAA,WAY_CP3,A1,train,train,train
C194,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#9,Anisomycin,CAA,WAY_CP3,A2,train,train,train
C195,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#17,Dyclonine hydrochloride,CAA,WAY_CP3,A3,train,train,train
C196,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#25,LY 294002 hydrochloride,CAA,WAY_CP3,A4,train,train,train
C198,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#41,U-73122,CAA,WAY_CP3,A6,train,train,train
C205,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#2,DMSO,CAA,WAY_CP3,B1,train,train,train
C206,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#10,Artemisinin,CAA,WAY_CP3,B2,train,train,train
C207,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#18,Emodin,CAA,WAY_CP3,B3,train,train,train
C210,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#42,Valinomycin,CAA,WAY_CP3,B6,train,train,train
C220,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#27,Nigericin,CAA,WAY_CP3,C4,train,train,train
C221,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#35,Staurosporine,CAA,WAY_CP3,C5,train,train,train
C222,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#43,Wortmannin,CAA,WAY_CP3,C6,train,train,train
C229,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#4,"(1R, 2S, 5R) - (-) - Menthol",CAA,WAY_CP3,D1,train,train,train
C230,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#12,Clomiphene citrate,CAA,WAY_CP3,D2,train,train,train
C231,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#20,Geldanamycin,CAA,WAY_CP3,D3,train,train,train
C232,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#28,Nocodazole,CAA,WAY_CP3,D4,train,train,train
C233,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#36,Sulfometuron methyl,CAA,WAY_CP3,D5,val_chem_only,train,val
C242,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#13,Clotrimazole,CAA,WAY_CP3,E2,train,train,train
C243,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#21,Haloperidol,CAA,WAY_CP3,E3,train,train,train
C244,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#29,Nystatin dihydrate,CAA,WAY_CP3,E4,train,train,train
C246,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#45,Anisomycin,CAA,WAY_CP3,E6,train,train,train
C253,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#6,1-10 Phenanthroline monohydrate,CAA,WAY_CP3,F1,train,train,train
C254,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#14,Cyclopiazonic acid,CAA,WAY_CP3,F2,train,train,train
C255,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#22,Harmine hydrochloride,CAA,WAY_CP3,F3,train,train,train
C256,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#30,Oligomycin,CAA,WAY_CP3,F4,train,train,train
C257,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#38,Trichostatin A,CAA,WAY_CP3,F5,train,train,train
C258,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#46,1-10 Phenanthroline monohydrate,CAA,WAY_CP3,F6,train,train,train
C265,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#7,4-Hydroxytamoxifen,CAA,WAY_CP3,G1,train,train,train
C266,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#15,Desipramine hydrochloride,CAA,WAY_CP3,G2,train,train,train
C267,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#23,Hoechst 33258,CAA,WAY_CP3,G3,train,train,train
C268,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#31,Parthenolide,CAA,WAY_CP3,G4,train,train,train
C269,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#39,Trifluoperazine dihydrochloride,CAA,WAY_CP3,G5,train,train,train
C277,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#8,Amiodarone hydrochloride,CAA,WAY_CP3,H1,train,train,train
C280,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#32,Pentamidine isethionate,CAA,WAY_CP3,H4,val_chem_only,train,val
C281,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#40,Tunicamycin,CAA,WAY_CP3,H5,train,train,train
C282,WAYC,DHY210,YNB+CSM+2% glucose,30,60,min,#48,Quality Control,CAA,WAY_CP3,H6,train,train,train
C289,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#1,Water,O,WAY_CP4,A1,train,train,train
C290,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#9,Anisomycin,O,WAY_CP4,A2,train,train,train
C291,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#17,Dyclonine hydrochloride,O,WAY_CP4,A3,train,train,train
C292,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#25,LY 294002 hydrochloride,O,WAY_CP4,A4,train,train,train
C294,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#41,U-73122,O,WAY_CP4,A6,train,train,train
C301,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#2,DMSO,O,WAY_CP4,B1,train,train,train
C302,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#10,Artemisinin,O,WAY_CP4,B2,train,train,train
C303,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#18,Emodin,O,WAY_CP4,B3,train,train,train
C306,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#42,Valinomycin,O,WAY_CP4,B6,train,train,train
C314,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#11,Brefeldin A,O,WAY_CP4,C2,train,train,train
C316,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#27,Nigericin,O,WAY_CP4,C4,train,train,train
C317,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#35,Staurosporine,O,WAY_CP4,C5,train,train,train
C318,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#43,Wortmannin,O,WAY_CP4,C6,train,train,train
C325,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#4,"(1R, 2S, 5R) - (-) - Menthol",O,WAY_CP4,D1,train,train,train
C326,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#12,Clomiphene citrate,O,WAY_CP4,D2,val_time,train,train
C327,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#20,Geldanamycin,O,WAY_CP4,D3,train,train,train
C328,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#28,Nocodazole,O,WAY_CP4,D4,train,train,train
C329,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#36,Sulfometuron methyl,O,WAY_CP4,D5,val_chem_only,train,val
C330,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#44,Brefeldin A,O,WAY_CP4,D6,train,train,train
C338,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#13,Clotrimazole,O,WAY_CP4,E2,train,train,train
C339,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#21,Haloperidol,O,WAY_CP4,E3,train,train,train
C340,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#29,Nystatin dihydrate,O,WAY_CP4,E4,train,train,train
C342,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#45,Anisomycin,O,WAY_CP4,E6,train,train,train
C349,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#6,1-10 Phenanthroline monohydrate,O,WAY_CP4,F1,train,train,train
C350,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#14,Cyclopiazonic acid,O,WAY_CP4,F2,train,train,train
C351,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#22,Harmine hydrochloride,O,WAY_CP4,F3,train,train,train
C352,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#30,Oligomycin,O,WAY_CP4,F4,train,train,train
C353,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#38,Trichostatin A,O,WAY_CP4,F5,train,train,train
C354,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#46,1-10 Phenanthroline monohydrate,O,WAY_CP4,F6,train,train,train
C361,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#7,4-Hydroxytamoxifen,O,WAY_CP4,G1,train,train,train
C362,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#15,Desipramine hydrochloride,O,WAY_CP4,G2,train,train,train
C363,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#23,Hoechst 33258,O,WAY_CP4,G3,train,train,train
C364,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#31,Parthenolide,O,WAY_CP4,G4,train,train,train
C365,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#39,Trifluoperazine dihydrochloride,O,WAY_CP4,G5,train,train,train
C373,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#8,Amiodarone hydrochloride,O,WAY_CP4,H1,train,train,train
C376,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#32,Pentamidine isethionate,O,WAY_CP4,H4,val_chem_only,train,val
C377,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#40,Tunicamycin,O,WAY_CP4,H5,train,train,train
C378,WAYC,DHY210,YNB+CSM+2% glucose,30,90,min,#48,Quality Control,O,WAY_CP4,H6,train,train,train
C385,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#1,Water,CAC,WAY_CP5,A1,train,train,train
C386,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#9,Anisomycin,CAC,WAY_CP5,A2,train,train,train
C388,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#25,LY 294002 hydrochloride,CAC,WAY_CP5,A4,train,train,train
C390,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#41,U-73122,CAC,WAY_CP5,A6,train,train,train
C397,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#2,DMSO,CAC,WAY_CP5,B1,train,train,train
C398,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#10,Artemisinin,CAC,WAY_CP5,B2,train,train,train
C402,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#42,Valinomycin,CAC,WAY_CP5,B6,train,train,train
C410,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#11,Brefeldin A,CAC,WAY_CP5,C2,train,train,train
C412,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#27,Nigericin,CAC,WAY_CP5,C4,train,train,train
C413,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#35,Staurosporine,CAC,WAY_CP5,C5,train,train,train
C414,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#43,Wortmannin,CAC,WAY_CP5,C6,train,train,train
C421,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#4,"(1R, 2S, 5R) - (-) - Menthol",CAC,WAY_CP5,D1,train,train,train
C422,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#12,Clomiphene citrate,CAC,WAY_CP5,D2,train,train,train
C423,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#20,Geldanamycin,CAC,WAY_CP5,D3,train,train,train
C424,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#28,Nocodazole,CAC,WAY_CP5,D4,val_time,train,train
C425,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#36,Sulfometuron methyl,CAC,WAY_CP5,D5,val_chem_only,train,val
C426,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#44,Brefeldin A,CAC,WAY_CP5,D6,train,train,train
C434,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#13,Clotrimazole,CAC,WAY_CP5,E2,train,train,train
C435,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#21,Haloperidol,CAC,WAY_CP5,E3,train,train,train
C436,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#29,Nystatin dihydrate,CAC,WAY_CP5,E4,train,train,train
C438,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#45,Anisomycin,CAC,WAY_CP5,E6,train,train,train
C445,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#6,1-10 Phenanthroline monohydrate,CAC,WAY_CP5,F1,train,train,train
C446,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#14,Cyclopiazonic acid,CAC,WAY_CP5,F2,train,train,train
C447,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#22,Harmine hydrochloride,CAC,WAY_CP5,F3,train,train,train
C448,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#30,Oligomycin,CAC,WAY_CP5,F4,train,train,train
C449,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#38,Trichostatin A,CAC,WAY_CP5,F5,train,train,train
C450,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#46,1-10 Phenanthroline monohydrate,CAC,WAY_CP5,F6,train,train,train
C457,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#7,4-Hydroxytamoxifen,CAC,WAY_CP5,G1,train,train,train
C458,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#15,Desipramine hydrochloride,CAC,WAY_CP5,G2,train,train,train
C459,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#23,Hoechst 33258,CAC,WAY_CP5,G3,train,train,train
C461,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#39,Trifluoperazine dihydrochloride,CAC,WAY_CP5,G5,train,train,train
C469,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#8,Amiodarone hydrochloride,CAC,WAY_CP5,H1,train,train,train
C472,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#32,Pentamidine isethionate,CAC,WAY_CP5,H4,val_chem_only,train,val
C473,WAYC,DHY210,YNB+CSM+2% glucose,30,120,min,#40,Tunicamycin,CAC,WAY_CP5,H5,train,train,train
C481,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#1,Water,O,WAY_CP6,A1,train,train,train
C482,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#9,Anisomycin,O,WAY_CP6,A2,val_time,train,train
C483,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#17,Dyclonine hydrochloride,O,WAY_CP6,A3,train,train,train
C484,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#25,LY 294002 hydrochloride,O,WAY_CP6,A4,train,train,train
C486,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#41,U-73122,O,WAY_CP6,A6,train,train,train
C493,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#2,DMSO,O,WAY_CP6,B1,train,train,train
C494,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#10,Artemisinin,O,WAY_CP6,B2,train,train,train
C495,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#18,Emodin,O,WAY_CP6,B3,train,train,train
C498,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#42,Valinomycin,O,WAY_CP6,B6,train,train,train
C506,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#11,Brefeldin A,O,WAY_CP6,C2,train,train,train
C508,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#27,Nigericin,O,WAY_CP6,C4,train,train,train
C509,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#35,Staurosporine,O,WAY_CP6,C5,train,train,train
C510,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#43,Wortmannin,O,WAY_CP6,C6,train,train,train
C518,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#12,Clomiphene citrate,O,WAY_CP6,D2,train,train,train
C519,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#20,Geldanamycin,O,WAY_CP6,D3,train,train,train
C520,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#28,Nocodazole,O,WAY_CP6,D4,train,train,train
C521,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#36,Sulfometuron methyl,O,WAY_CP6,D5,val_chem_only,train,val
C522,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#44,Brefeldin A,O,WAY_CP6,D6,train,train,train
C530,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#13,Clotrimazole,O,WAY_CP6,E2,train,train,train
C531,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#21,Haloperidol,O,WAY_CP6,E3,train,train,train
C532,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#29,Nystatin dihydrate,O,WAY_CP6,E4,train,train,train
C534,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#45,Anisomycin,O,WAY_CP6,E6,val_time,train,train
C541,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#6,1-10 Phenanthroline monohydrate,O,WAY_CP6,F1,train,train,train
C542,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#14,Cyclopiazonic acid,O,WAY_CP6,F2,val_time,train,train
C543,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#22,Harmine hydrochloride,O,WAY_CP6,F3,train,train,train
C544,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#30,Oligomycin,O,WAY_CP6,F4,train,train,train
C545,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#38,Trichostatin A,O,WAY_CP6,F5,val_time,train,train
C546,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#46,1-10 Phenanthroline monohydrate,O,WAY_CP6,F6,train,train,train
C553,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#7,4-Hydroxytamoxifen,O,WAY_CP6,G1,train,train,train
C554,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#15,Desipramine hydrochloride,O,WAY_CP6,G2,train,train,train
C555,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#23,Hoechst 33258,O,WAY_CP6,G3,train,train,train
C556,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#31,Parthenolide,O,WAY_CP6,G4,train,train,train
C557,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#39,Trifluoperazine dihydrochloride,O,WAY_CP6,G5,train,train,train
C565,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#8,Amiodarone hydrochloride,O,WAY_CP6,H1,train,train,train
C568,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#32,Pentamidine isethionate,O,WAY_CP6,H4,val_chem_only,train,val
C569,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#40,Tunicamycin,O,WAY_CP6,H5,train,train,train
C570,WAYC,DHY210,YNB+CSM+2% glucose,30,240,min,#48,Quality Control,O,WAY_CP6,H6,train,train,train
C577,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#1,Water,CAA,WAY_CP7,A1,train,train,train
C578,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#9,Anisomycin,CAA,WAY_CP7,A2,train,train,train
C580,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#25,LY 294002 hydrochloride,CAA,WAY_CP7,A4,train,train,train
C582,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#41,U-73122,CAA,WAY_CP7,A6,train,train,train
C589,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#2,DMSO,CAA,WAY_CP7,B1,train,train,train
C590,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#10,Artemisinin,CAA,WAY_CP7,B2,train,train,train
C591,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#18,Emodin,CAA,WAY_CP7,B3,train,train,train
C593,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#34,Raloxifene hydrochloride,CAA,WAY_CP7,B5,val_chem_only,train,val
C594,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#42,Valinomycin,CAA,WAY_CP7,B6,train,train,train
C602,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#11,Brefeldin A,CAA,WAY_CP7,C2,train,train,train
C604,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#27,Nigericin,CAA,WAY_CP7,C4,train,train,train
C605,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#35,Staurosporine,CAA,WAY_CP7,C5,train,train,train
C606,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#43,Wortmannin,CAA,WAY_CP7,C6,train,train,train
C613,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#4,"(1R, 2S, 5R) - (-) - Menthol",CAA,WAY_CP7,D1,val_time,train,train
C614,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#12,Clomiphene citrate,CAA,WAY_CP7,D2,train,train,train
C615,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#20,Geldanamycin,CAA,WAY_CP7,D3,train,train,train
C616,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#28,Nocodazole,CAA,WAY_CP7,D4,train,train,train
C617,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#36,Sulfometuron methyl,CAA,WAY_CP7,D5,val_chem_only,train,val
C618,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#44,Brefeldin A,CAA,WAY_CP7,D6,train,train,train
C626,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#13,Clotrimazole,CAA,WAY_CP7,E2,train,train,train
C627,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#21,Haloperidol,CAA,WAY_CP7,E3,train,train,train
C628,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#29,Nystatin dihydrate,CAA,WAY_CP7,E4,train,train,train
C630,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#45,Anisomycin,CAA,WAY_CP7,E6,train,train,train
C637,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#6,1-10 Phenanthroline monohydrate,CAA,WAY_CP7,F1,train,train,train
C638,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#14,Cyclopiazonic acid,CAA,WAY_CP7,F2,train,train,train
C639,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#22,Harmine hydrochloride,CAA,WAY_CP7,F3,train,train,train
C640,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#30,Oligomycin,CAA,WAY_CP7,F4,train,train,train
C641,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#38,Trichostatin A,CAA,WAY_CP7,F5,train,train,train
C642,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#46,1-10 Phenanthroline monohydrate,CAA,WAY_CP7,F6,train,train,train
C649,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#7,4-Hydroxytamoxifen,CAA,WAY_CP7,G1,train,train,train
C650,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#15,Desipramine hydrochloride,CAA,WAY_CP7,G2,train,train,train
C651,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#23,Hoechst 33258,CAA,WAY_CP7,G3,train,train,train
C652,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#31,Parthenolide,CAA,WAY_CP7,G4,train,train,train
C653,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#39,Trifluoperazine dihydrochloride,CAA,WAY_CP7,G5,train,train,train
C661,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#8,Amiodarone hydrochloride,CAA,WAY_CP7,H1,train,train,train
C664,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#32,Pentamidine isethionate,CAA,WAY_CP7,H4,val_chem_only,train,val
C665,WAYC,DHY210,YNB+CSM+2% galactose,30,15,min,#40,Tunicamycin,CAA,WAY_CP7,H5,train,train,train
C673,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#1,Water,CAC,WAY_CP8,A1,train,train,train
C674,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#9,Anisomycin,CAC,WAY_CP8,A2,train,train,train
C676,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#25,LY 294002 hydrochloride,CAC,WAY_CP8,A4,train,train,train
C678,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#41,U-73122,CAC,WAY_CP8,A6,train,train,train
C685,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#2,DMSO,CAC,WAY_CP8,B1,train,train,train
C686,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#10,Artemisinin,CAC,WAY_CP8,B2,train,train,train
C687,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#18,Emodin,CAC,WAY_CP8,B3,train,train,train
C690,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#42,Valinomycin,CAC,WAY_CP8,B6,train,train,train
C698,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#11,Brefeldin A,CAC,WAY_CP8,C2,train,train,train
C700,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#27,Nigericin,CAC,WAY_CP8,C4,train,train,train
C701,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#35,Staurosporine,CAC,WAY_CP8,C5,train,train,train
C702,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#43,Wortmannin,CAC,WAY_CP8,C6,val_time,train,train
C709,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#4,"(1R, 2S, 5R) - (-) - Menthol",CAC,WAY_CP8,D1,train,train,train
C710,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#12,Clomiphene citrate,CAC,WAY_CP8,D2,train,train,train
C711,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#20,Geldanamycin,CAC,WAY_CP8,D3,train,train,train
C712,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#28,Nocodazole,CAC,WAY_CP8,D4,train,train,train
C713,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#36,Sulfometuron methyl,CAC,WAY_CP8,D5,val_chem_only,train,val
C714,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#44,Brefeldin A,CAC,WAY_CP8,D6,train,train,train
C722,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#13,Clotrimazole,CAC,WAY_CP8,E2,train,train,train
C723,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#21,Haloperidol,CAC,WAY_CP8,E3,train,train,train
C724,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#29,Nystatin dihydrate,CAC,WAY_CP8,E4,train,train,train
C726,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#45,Anisomycin,CAC,WAY_CP8,E6,train,train,train
C733,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#6,1-10 Phenanthroline monohydrate,CAC,WAY_CP8,F1,train,train,train
C734,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#14,Cyclopiazonic acid,CAC,WAY_CP8,F2,train,train,train
C735,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#22,Harmine hydrochloride,CAC,WAY_CP8,F3,train,train,train
C736,WAYC,DHY210,YNB+CSM+2% galactose,30,30,min,#30,Oligomycin,CAC,WAY_CP8,F4,train,train,train
