sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
B2-1627,WAYB_rep2,BAI,YNB+CSM+2% glucose,37,120,min,#8,G418,CAB,WAY_B-2_P17,H7,test_both,val,test
B2-1629,WAYB_rep2,CEK,YNB+CSM+2% glucose,37,120,min,#8,G418,CAB,WAY_B-2_P17,H9,test_chem_only,train,test
B2-1631,WAYB_rep2,DHY210,YNB+CSM+2% glucose,37,120,min,#8,G418,CAB,WAY_B-2_P17,H11,test_chem_only,train,test
B2-1633,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#1,Water,QE1,WAY_B-2_P18,A1,test_strain_only,test,train
B2-1634,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#9,Amphotericin B,QE1,WAY_B-2_P18,A2,test_both,test,val
B2-1645,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#2,EDTA,QE1,WAY_B-2_P18,B1,test_strain_only,test,train
B2-1646,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#10,Rapamycin,QE1,WAY_B-2_P18,B2,test_strain_only,test,train
B2-1657,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C1,test_both,test,test
B2-1658,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#11,FCCP,QE1,WAY_B-2_P18,C2,test_both,test,val
B2-1659,WAYB_rep2,CGD,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C3,test_chem_only,train,test
B2-1661,WAYB_rep2,BAH,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C5,test_chem_only,train,test
B2-1663,WAYB_rep2,BAI,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C7,test_both,val,test
B2-1665,WAYB_rep2,CEK,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C9,test_chem_only,train,test
B2-1667,WAYB_rep2,DHY210,YNB+CSM+2% glucose,37,240,min,#3,H2O2,QE1,WAY_B-2_P18,C11,test_chem_only,train,test
B2-1669,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D1,test_both,test,test
B2-1670,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#12,DMSO,QE1,WAY_B-2_P18,D2,test_strain_only,test,train
B2-1671,WAYB_rep2,CGD,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D3,test_chem_only,train,test
B2-1673,WAYB_rep2,BAH,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D5,test_chem_only,train,test
B2-1675,WAYB_rep2,BAI,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D7,test_both,val,test
B2-1677,WAYB_rep2,CEK,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D9,test_chem_only,train,test
B2-1679,WAYB_rep2,DHY210,YNB+CSM+2% glucose,37,240,min,#4,MMS,QE1,WAY_B-2_P18,D11,test_chem_only,train,test
B2-1681,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#5,Cisplatin,QE1,WAY_B-2_P18,E1,test_strain_only,test,train
B2-1682,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#13,NaCl,QE1,WAY_B-2_P18,E2,test_strain_only,test,train
B2-1693,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#6,CHX,QE1,WAY_B-2_P18,F1,test_strain_only,test,train
B2-1694,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#14,Hydroxyurea,QE1,WAY_B-2_P18,F2,test_both,test,val
B2-1705,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#7,SDS,QE1,WAY_B-2_P18,G1,test_strain_only,test,train
B2-1706,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#15,Sorbitol,QE1,WAY_B-2_P18,G2,test_strain_only,test,train
B2-1717,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H1,test_both,test,test
B2-1718,WAYB_rep2,CRD,YNB+CSM+2% glucose,37,240,min,#16,EDTA,QE1,WAY_B-2_P18,H2,test_strain_only,test,train
B2-1719,WAYB_rep2,CGD,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H3,test_chem_only,train,test
B2-1721,WAYB_rep2,BAH,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H5,test_chem_only,train,test
B2-1723,WAYB_rep2,BAI,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H7,test_both,val,test
B2-1725,WAYB_rep2,CEK,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H9,test_chem_only,train,test
B2-1727,WAYB_rep2,DHY210,YNB+CSM+2% glucose,37,240,min,#8,G418,QE1,WAY_B-2_P18,H11,test_chem_only,train,test
B2-1729,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#1,Water,QE2,WAY_B-2_P19,A1,test_strain_only,test,train
B2-1730,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#9,Amphotericin B,QE2,WAY_B-2_P19,A2,test_both,test,val
B2-1741,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#2,EDTA,QE2,WAY_B-2_P19,B1,test_strain_only,test,train
B2-1742,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#10,Rapamycin,QE2,WAY_B-2_P19,B2,test_strain_only,test,train
B2-1753,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C1,test_both,test,test
B2-1754,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#11,FCCP,QE2,WAY_B-2_P19,C2,test_both,test,val
B2-1755,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C3,test_chem_only,train,test
B2-1757,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C5,test_chem_only,train,test
B2-1759,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C7,test_both,val,test
B2-1761,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C9,test_chem_only,train,test
B2-1763,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,15,min,#3,H2O2,QE2,WAY_B-2_P19,C11,test_chem_only,train,test
B2-1765,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D1,test_both,test,test
B2-1766,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#12,DMSO,QE2,WAY_B-2_P19,D2,test_strain_only,test,train
B2-1767,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D3,test_chem_only,train,test
B2-1769,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D5,test_chem_only,train,test
B2-1771,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D7,test_both,val,test
B2-1773,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D9,test_chem_only,train,test
B2-1775,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,15,min,#4,MMS,QE2,WAY_B-2_P19,D11,test_chem_only,train,test
B2-1777,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#5,Cisplatin,QE2,WAY_B-2_P19,E1,test_strain_only,test,train
B2-1778,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#13,NaCl,QE2,WAY_B-2_P19,E2,test_strain_only,test,train
B2-1789,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#6,CHX,QE2,WAY_B-2_P19,F1,test_strain_only,test,train
B2-1790,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#14,Hydroxyurea,QE2,WAY_B-2_P19,F2,test_both,test,val
B2-1801,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#7,SDS,QE2,WAY_B-2_P19,G1,test_strain_only,test,train
B2-1802,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#15,Sorbitol,QE2,WAY_B-2_P19,G2,test_strain_only,test,train
B2-1813,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H1,test_both,test,test
B2-1814,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,15,min,#16,EDTA,QE2,WAY_B-2_P19,H2,test_strain_only,test,train
B2-1815,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H3,test_chem_only,train,test
B2-1817,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H5,test_chem_only,train,test
B2-1819,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H7,test_both,val,test
B2-1821,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H9,test_chem_only,train,test
B2-1823,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,15,min,#8,G418,QE2,WAY_B-2_P19,H11,test_chem_only,train,test
B2-1825,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#1,Water,CAB,WAY_B-2_P20,A1,test_strain_only,test,train
B2-1826,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#9,Amphotericin B,CAB,WAY_B-2_P20,A2,test_both,test,val
B2-1837,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#2,EDTA,CAB,WAY_B-2_P20,B1,test_strain_only,test,train
B2-1838,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#10,Rapamycin,CAB,WAY_B-2_P20,B2,test_strain_only,test,train
B2-1849,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#3,H2O2,CAB,WAY_B-2_P20,C1,test_both,test,test
B2-1850,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#11,FCCP,CAB,WAY_B-2_P20,C2,test_both,test,val
B2-1851,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,30,min,#3,H2O2,CAB,WAY_B-2_P20,C3,test_chem_only,train,test
B2-1853,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,30,min,#3,H2O2,CAB,WAY_B-2_P20,C5,test_chem_only,train,test
B2-1855,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,30,min,#3,H2O2,CAB,WAY_B-2_P20,C7,test_both,val,test
B2-1857,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,30,min,#3,H2O2,CAB,WAY_B-2_P20,C9,test_chem_only,train,test
B2-1861,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D1,test_both,test,test
B2-1862,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#12,DMSO,CAB,WAY_B-2_P20,D2,test_strain_only,test,train
B2-1863,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D3,test_chem_only,train,test
B2-1865,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D5,test_chem_only,train,test
B2-1867,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D7,test_both,val,test
B2-1869,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D9,test_chem_only,train,test
B2-1871,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,30,min,#4,MMS,CAB,WAY_B-2_P20,D11,test_chem_only,train,test
B2-1873,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#5,Cisplatin,CAB,WAY_B-2_P20,E1,test_strain_only,test,train
B2-1874,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#13,NaCl,CAB,WAY_B-2_P20,E2,test_strain_only,test,train
B2-1885,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#6,CHX,CAB,WAY_B-2_P20,F1,test_strain_only,test,train
B2-1886,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#14,Hydroxyurea,CAB,WAY_B-2_P20,F2,test_both,test,val
B2-1897,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#7,SDS,CAB,WAY_B-2_P20,G1,test_strain_only,test,train
B2-1898,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#15,Sorbitol,CAB,WAY_B-2_P20,G2,test_strain_only,test,train
B2-1909,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H1,test_both,test,test
B2-1910,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,30,min,#16,EDTA,CAB,WAY_B-2_P20,H2,test_strain_only,test,train
B2-1911,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H3,test_chem_only,train,test
B2-1913,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H5,test_chem_only,train,test
B2-1915,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H7,test_both,val,test
B2-1917,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H9,test_chem_only,train,test
B2-1919,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,30,min,#8,G418,CAB,WAY_B-2_P20,H11,test_chem_only,train,test
B2-1921,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#1,Water,QE1,WAY_B-2_P21,A1,test_strain_only,test,train
B2-1922,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#9,Amphotericin B,QE1,WAY_B-2_P21,A2,test_both,test,val
B2-1933,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#2,EDTA,QE1,WAY_B-2_P21,B1,test_strain_only,test,train
B2-1934,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#10,Rapamycin,QE1,WAY_B-2_P21,B2,test_strain_only,test,train
B2-1945,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C1,test_both,test,test
B2-1946,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#11,FCCP,QE1,WAY_B-2_P21,C2,test_both,test,val
B2-1947,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C3,test_chem_only,train,test
B2-1949,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C5,test_chem_only,train,test
B2-1951,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C7,test_both,val,test
B2-1953,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C9,test_chem_only,train,test
B2-1955,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,60,min,#3,H2O2,QE1,WAY_B-2_P21,C11,test_chem_only,train,test
B2-1957,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D1,test_both,test,test
B2-1958,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#12,DMSO,QE1,WAY_B-2_P21,D2,test_strain_only,test,train
B2-1959,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D3,test_chem_only,train,test
B2-1961,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D5,test_chem_only,train,test
B2-1963,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D7,test_both,val,test
B2-1965,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D9,test_chem_only,train,test
B2-1967,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,60,min,#4,MMS,QE1,WAY_B-2_P21,D11,test_chem_only,train,test
B2-1969,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#5,Cisplatin,QE1,WAY_B-2_P21,E1,test_strain_only,test,train
B2-1970,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#13,NaCl,QE1,WAY_B-2_P21,E2,test_strain_only,test,train
B2-1981,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#6,CHX,QE1,WAY_B-2_P21,F1,test_strain_only,test,train
B2-1982,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#14,Hydroxyurea,QE1,WAY_B-2_P21,F2,test_both,test,val
B2-1993,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#7,SDS,QE1,WAY_B-2_P21,G1,test_strain_only,test,train
B2-1994,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#15,Sorbitol,QE1,WAY_B-2_P21,G2,test_strain_only,test,train
B2-2005,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H1,test_both,test,test
B2-2006,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,60,min,#16,EDTA,QE1,WAY_B-2_P21,H2,test_strain_only,test,train
B2-2007,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H3,test_chem_only,train,test
B2-2009,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H5,test_chem_only,train,test
B2-2011,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H7,test_both,val,test
B2-2013,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H9,test_chem_only,train,test
B2-2015,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,60,min,#8,G418,QE1,WAY_B-2_P21,H11,test_chem_only,train,test
B2-2017,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#1,Water,QE2,WAY_B-2_P22,A1,test_strain_only,test,train
B2-2018,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#9,Amphotericin B,QE2,WAY_B-2_P22,A2,test_both,test,val
B2-2029,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#2,EDTA,QE2,WAY_B-2_P22,B1,test_strain_only,test,train
B2-2030,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE2,WAY_B-2_P22,B2,test_strain_only,test,train
B2-2034,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,90,min,#10,Rapamycin,QE2,WAY_B-2_P22,B6,test_time,train,train
B2-2041,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C1,test_both,test,test
B2-2042,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#11,FCCP,QE2,WAY_B-2_P22,C2,test_both,test,val
B2-2043,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C3,test_chem_only,train,test
B2-2045,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C5,test_chem_only,train,test
B2-2047,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C7,test_both,val,test
B2-2049,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C9,test_chem_only,train,test
B2-2051,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,90,min,#3,H2O2,QE2,WAY_B-2_P22,C11,test_chem_only,train,test
B2-2053,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D1,test_both,test,test
B2-2054,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#12,DMSO,QE2,WAY_B-2_P22,D2,test_strain_only,test,train
B2-2055,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D3,test_chem_only,train,test
B2-2057,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D5,test_chem_only,train,test
B2-2059,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D7,test_both,val,test
B2-2061,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D9,test_chem_only,train,test
B2-2063,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,90,min,#4,MMS,QE2,WAY_B-2_P22,D11,test_chem_only,train,test
B2-2065,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#5,Cisplatin,QE2,WAY_B-2_P22,E1,test_strain_only,test,train
B2-2066,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE2,WAY_B-2_P22,E2,test_strain_only,test,train
B2-2076,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,90,min,#13,NaCl,QE2,WAY_B-2_P22,E12,test_time,train,train
B2-2077,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE2,WAY_B-2_P22,F1,test_strain_only,test,train
B2-2078,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#14,Hydroxyurea,QE2,WAY_B-2_P22,F2,test_both,test,val
B2-2081,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,90,min,#6,CHX,QE2,WAY_B-2_P22,F5,test_time,train,train
B2-2089,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#7,SDS,QE2,WAY_B-2_P22,G1,test_strain_only,test,train
B2-2090,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE2,WAY_B-2_P22,G2,test_strain_only,test,train
B2-2098,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,90,min,#15,Sorbitol,QE2,WAY_B-2_P22,G10,test_time,train,train
B2-2101,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H1,test_both,test,test
B2-2102,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,90,min,#16,EDTA,QE2,WAY_B-2_P22,H2,test_strain_only,test,train
B2-2103,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H3,test_chem_only,train,test
B2-2105,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H5,test_chem_only,train,test
B2-2107,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H7,test_both,val,test
B2-2109,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H9,test_chem_only,train,test
B2-2111,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,90,min,#8,G418,QE2,WAY_B-2_P22,H11,test_chem_only,train,test
B2-2113,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#1,Water,CAB,WAY_B-2_P23,A1,test_strain_only,test,train
B2-2114,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#9,Amphotericin B,CAB,WAY_B-2_P23,A2,test_both,test,val
B2-2125,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#2,EDTA,CAB,WAY_B-2_P23,B1,test_strain_only,test,train
B2-2126,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#10,Rapamycin,CAB,WAY_B-2_P23,B2,test_strain_only,test,train
B2-2137,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C1,test_both,test,test
B2-2138,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#11,FCCP,CAB,WAY_B-2_P23,C2,test_both,test,val
B2-2139,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C3,test_chem_only,train,test
B2-2141,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C5,test_chem_only,train,test
B2-2143,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C7,test_both,val,test
B2-2145,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C9,test_chem_only,train,test
B2-2147,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,120,min,#3,H2O2,CAB,WAY_B-2_P23,C11,test_chem_only,train,test
B2-2149,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D1,test_both,test,test
B2-2150,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#12,DMSO,CAB,WAY_B-2_P23,D2,test_strain_only,test,train
B2-2151,WAYB_rep2,CGD,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D3,test_chem_only,train,test
B2-2153,WAYB_rep2,BAH,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D5,test_chem_only,train,test
B2-2155,WAYB_rep2,BAI,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D7,test_both,val,test
B2-2157,WAYB_rep2,CEK,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D9,test_chem_only,train,test
B2-2159,WAYB_rep2,DHY210,YNB+CSM+2% galactose,37,120,min,#4,MMS,CAB,WAY_B-2_P23,D11,test_chem_only,train,test
B2-2161,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#5,Cisplatin,CAB,WAY_B-2_P23,E1,test_strain_only,test,train
B2-2162,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#13,NaCl,CAB,WAY_B-2_P23,E2,test_strain_only,test,train
B2-2173,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#6,CHX,CAB,WAY_B-2_P23,F1,test_strain_only,test,train
B2-2174,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#14,Hydroxyurea,CAB,WAY_B-2_P23,F2,test_both,test,val
B2-2185,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#7,SDS,CAB,WAY_B-2_P23,G1,test_strain_only,test,train
B2-2186,WAYB_rep2,CRD,YNB+CSM+2% galactose,37,120,min,#15,Sorbitol,CAB,WAY_B-2_P23,G2,test_strain_only,test,train
